id,date,store_nbr,family,sales,onpromotion
1063851,2014-08-21,9,PRODUCE,0.0,0
1106024,2014-09-14,41,PREPARED FOODS,101.216,0
399263,2013-08-13,11,PREPARED FOODS,25.0,0
2283310,2016-07-08,25,CLEANING,409.0,9
2097086,2016-03-25,5,BEAUTY,8.0,0
964940,2014-06-27,33,LAWN AND GARDEN,0.0,0
211116,2013-04-29,32,HOME AND KITCHEN I,0.0,0
289944,2013-06-12,44,CELEBRATION,0.0,0
2375866,2016-08-29,21,SCHOOL AND OFFICE SUPPLIES,1.0,0
323757,2013-07-01,42,PLAYERS AND ELECTRONICS,0.0,0
265707,2013-05-30,14,MEATS,403.79,0
2369340,2016-08-25,39,CELEBRATION,3.0,0
216318,2013-05-02,29,BEVERAGES,0.0,0
161689,2013-04-01,45,"LIQUOR,WINE,BEER",107.0,0
307931,2013-06-22,49,DAIRY,999.0,0
984268,2014-07-08,26,EGGS,32.0,0
874384,2014-05-07,42,HOME AND KITCHEN II,0.0,0
1654027,2015-07-20,19,BABY CARE,0.0,0
2178165,2016-05-10,25,AUTOMOTIVE,4.0,0
2125339,2016-04-10,42,CLEANING,954.0,3
1863594,2015-11-14,48,HOME CARE,718.0,1
94488,2013-02-23,10,DELI,192.0,0
609333,2013-12-08,6,LINGERIE,12.0,0
181702,2013-04-12,8,BOOKS,0.0,0
2188380,2016-05-16,11,HOME CARE,431.0,4
2655869,2017-02-03,28,PREPARED FOODS,62.216,1
1749319,2015-09-11,41,"LIQUOR,WINE,BEER",45.0,3
2325229,2016-07-31,50,HOME AND KITCHEN II,43.0,2
2925691,2017-07-04,49,EGGS,485.0,0
1407181,2015-03-03,41,POULTRY,145.905,0
2872755,2017-06-05,14,CELEBRATION,3.0,0
2479306,2016-10-26,24,HOME AND KITCHEN II,22.0,1
363778,2013-07-24,16,LADIESWEAR,0.0,0
1996043,2016-01-29,15,BREAD/BAKERY,112.0,0
1036695,2014-08-06,47,AUTOMOTIVE,25.0,0
2724687,2017-03-14,1,DELI,130.407,2
1939868,2015-12-28,38,PREPARED FOODS,114.057,0
838783,2014-04-17,43,"LIQUOR,WINE,BEER",58.0,0
879602,2014-05-10,39,LAWN AND GARDEN,13.0,0
2247325,2016-06-18,15,PERSONAL CARE,163.0,7
2096780,2016-03-25,40,PET SUPPLIES,1.0,0
1892650,2015-12-01,14,BABY CARE,0.0,0
511301,2013-10-14,54,SEAFOOD,1.0,0
512261,2013-10-15,32,BEAUTY,0.0,0
2409883,2016-09-17,26,PERSONAL CARE,146.0,2
2919865,2017-07-01,35,PERSONAL CARE,247.0,10
2525143,2016-11-21,10,HOME AND KITCHEN II,2.0,0
1534290,2015-05-13,9,LINGERIE,17.0,0
430418,2013-08-30,35,SEAFOOD,0.0,0
2050075,2016-02-28,30,HOME AND KITCHEN II,17.0,0
616105,2013-12-12,45,POULTRY,798.79,0
1375783,2015-02-14,11,GROCERY II,35.0,0
632799,2013-12-22,14,MEATS,246.54701,0
1054216,2014-08-16,38,SCHOOL AND OFFICE SUPPLIES,0.0,0
849511,2014-04-23,44,PERSONAL CARE,198.0,0
2353224,2016-08-16,36,PLAYERS AND ELECTRONICS,7.0,0
1325088,2015-01-16,39,CELEBRATION,0.0,0
696225,2014-01-27,43,MEATS,80.028,0
2986316,2017-08-07,5,HARDWARE,1.0,0
2237764,2016-06-12,47,BABY CARE,0.0,0
1400883,2015-02-28,16,AUTOMOTIVE,6.0,0
71732,2013-02-10,21,MAGAZINES,0.0,0
1323037,2015-01-15,31,BABY CARE,0.0,0
2286565,2016-07-10,16,POULTRY,121.161995,0
1510029,2015-04-30,28,HOME AND KITCHEN I,22.0,0
461543,2013-09-17,1,BREAD/BAKERY,275.853,0
1940979,2015-12-29,2,HOME CARE,282.0,0
2897521,2017-06-18,9,"LIQUOR,WINE,BEER",105.0,4
2621833,2017-01-15,23,HOME AND KITCHEN II,38.0,1
1021066,2014-07-28,9,GROCERY II,6.0,0
1341299,2015-01-25,43,HARDWARE,0.0,0
2864493,2017-05-31,31,PLAYERS AND ELECTRONICS,5.0,0
1204591,2014-11-08,8,PERSONAL CARE,395.0,0
2233782,2016-06-10,35,GROCERY I,1143.0,32
695052,2014-01-27,11,CELEBRATION,24.0,0
1556422,2015-05-26,3,EGGS,411.0,0
1501890,2015-04-25,49,PLAYERS AND ELECTRONICS,0.0,0
824350,2014-04-09,39,EGGS,277.0,0
2164500,2016-05-02,40,PRODUCE,1116.457,1
1227579,2014-11-21,52,GROCERY I,0.0,0
697930,2014-01-28,41,GROCERY II,8.0,0
2157338,2016-04-28,4,PREPARED FOODS,64.0,0
810078,2014-04-01,38,PLAYERS AND ELECTRONICS,0.0,0
1171233,2014-10-21,21,PRODUCE,0.0,0
1056529,2014-08-17,53,BABY CARE,0.0,0
1244797,2014-12-01,36,BOOKS,0.0,0
656514,2014-01-05,3,GROCERY I,10711.0,0
2660166,2017-02-05,49,BEVERAGES,10844.0,35
776663,2014-03-13,50,DAIRY,567.0,0
2205658,2016-05-25,46,BOOKS,0.0,0
964003,2014-06-26,8,CLEANING,850.0,1
143387,2013-03-22,32,BEAUTY,0.0,0
2763885,2017-04-05,1,BEVERAGES,2687.0,8
1853893,2015-11-09,26,LADIESWEAR,6.0,0
1754778,2015-09-14,45,BEVERAGES,5229.0,7
2137746,2016-04-17,40,CELEBRATION,0.0,0
2067136,2016-03-09,1,HOME AND KITCHEN II,26.0,0
948159,2014-06-18,13,BEVERAGES,479.0,0
225498,2013-05-07,36,DELI,0.0,0
2034625,2016-02-19,47,EGGS,295.0,31
1962669,2016-01-10,28,PLAYERS AND ELECTRONICS,0.0,0
681670,2014-01-19,35,"LIQUOR,WINE,BEER",0.0,0
1891473,2015-11-30,30,GROCERY I,1495.0,0
609200,2013-12-08,51,LAWN AND GARDEN,3.0,0
1427332,2015-03-14,8,HOME AND KITCHEN II,15.0,0
1480081,2015-04-13,37,SCHOOL AND OFFICE SUPPLIES,0.0,0
321305,2013-06-30,24,HOME APPLIANCES,0.0,0
493269,2013-10-04,49,HOME CARE,0.0,0
346092,2013-07-14,2,LINGERIE,11.0,0
852240,2014-04-25,21,HOME AND KITCHEN I,0.0,0
2348472,2016-08-13,52,PLAYERS AND ELECTRONICS,0.0,0
1578231,2015-06-07,41,CELEBRATION,11.0,0
307544,2013-06-22,38,HOME APPLIANCES,0.0,0
1295465,2014-12-30,8,HOME APPLIANCES,1.0,0
396260,2013-08-11,27,PREPARED FOODS,118.507,0
2128866,2016-04-12,41,BEVERAGES,1520.0,44
445295,2013-09-07,52,PET SUPPLIES,0.0,0
914741,2014-05-30,25,HARDWARE,0.0,0
2365909,2016-08-23,42,CLEANING,686.0,10
24023,2013-01-14,32,SEAFOOD,1.0,0
970933,2014-06-30,51,CLEANING,1704.0,0
366289,2013-07-25,36,"LIQUOR,WINE,BEER",22.0,0
1261180,2014-12-10,45,LADIESWEAR,35.0,1
2706301,2017-03-03,43,BOOKS,0.0,0
1235301,2014-11-26,2,GROCERY I,3361.0,15
2579918,2016-12-21,47,FROZEN FOODS,5246.943,5
2084475,2016-03-18,45,PRODUCE,5816.453,0
1303633,2015-01-04,37,BABY CARE,0.0,0
1447993,2015-03-26,37,LADIESWEAR,0.0,0
1671461,2015-07-29,8,FROZEN FOODS,155.0,0
1396242,2015-02-25,35,GROCERY I,1294.0,2
2924848,2017-07-04,25,PERSONAL CARE,109.0,5
1757477,2015-09-16,20,PREPARED FOODS,53.162,9
2244382,2016-06-16,32,LADIESWEAR,0.0,0
510519,2013-10-14,33,DELI,206.0,0
2862496,2017-05-30,26,EGGS,25.0,1
837315,2014-04-16,52,CELEBRATION,0.0,0
2800323,2017-04-25,31,DELI,218.342,3
650064,2014-01-01,48,PRODUCE,0.0,0
2318581,2016-07-28,15,BABY CARE,0.0,0
2429962,2016-09-28,4,CLEANING,717.0,42
1014127,2014-07-25,14,BOOKS,0.0,0
1932468,2015-12-23,30,LINGERIE,1.0,0
2608484,2017-01-07,48,SEAFOOD,40.342,1
2056515,2016-03-03,11,LINGERIE,13.0,0
958238,2014-06-23,45,HOME APPLIANCES,1.0,0
763454,2014-03-06,3,SEAFOOD,98.111,0
2657986,2017-02-04,38,BABY CARE,0.0,0
1881358,2015-11-24,46,POULTRY,727.525,0
2030610,2016-02-17,34,LINGERIE,0.0,0
2409306,2016-09-17,10,DELI,297.0,5
2527712,2016-11-22,32,FROZEN FOODS,48.89,0
71888,2013-02-10,26,HARDWARE,1.0,0
2054089,2016-03-01,43,BOOKS,0.0,0
1814519,2015-10-18,21,HARDWARE,1.0,0
530812,2013-10-25,52,CLEANING,0.0,0
1907711,2015-12-09,36,HARDWARE,0.0,0
2330048,2016-08-03,36,HOME APPLIANCES,0.0,0
1921898,2015-12-17,34,FROZEN FOODS,203.262,0
946846,2014-06-17,26,EGGS,52.0,0
546250,2013-11-03,36,BABY CARE,0.0,0
1177495,2014-10-24,47,"LIQUOR,WINE,BEER",190.0,0
2783995,2017-04-16,23,HOME AND KITCHEN II,13.0,3
1638496,2015-07-11,32,GROCERY II,1.0,0
2950237,2017-07-18,38,BOOKS,0.0,0
970166,2014-06-30,3,SEAFOOD,106.968,0
1571882,2015-06-04,13,PET SUPPLIES,0.0,0
2914343,2017-06-28,30,HARDWARE,1.0,0
1672014,2015-07-30,23,BEVERAGES,1216.0,7
1265301,2014-12-13,11,HOME AND KITCHEN I,59.0,1
887279,2014-05-14,54,DAIRY,110.0,0
961772,2014-06-25,44,LAWN AND GARDEN,5.0,0
581597,2013-11-23,28,BREAD/BAKERY,556.0,0
563718,2013-11-13,26,GROCERY I,795.0,0
1480646,2015-04-13,53,BEAUTY,2.0,0
978737,2014-07-05,20,MAGAZINES,0.0,0
2833621,2017-05-14,16,EGGS,157.0,1
2059165,2016-03-04,35,SCHOOL AND OFFICE SUPPLIES,0.0,0
1281483,2014-12-22,15,PLAYERS AND ELECTRONICS,2.0,0
2966076,2017-07-27,32,BEVERAGES,1024.0,20
320928,2013-06-30,14,BEVERAGES,355.0,0
2812882,2017-05-02,33,POULTRY,194.984,0
844073,2014-04-20,41,SEAFOOD,4.808,0
2684954,2017-02-19,44,DAIRY,3156.0,18
1814688,2015-10-18,26,HOME CARE,163.0,1
2892244,2017-06-16,10,PERSONAL CARE,137.0,10
1646541,2015-07-15,9,CELEBRATION,19.0,0
2880701,2017-06-09,36,SEAFOOD,0.0,0
1225467,2014-11-20,43,GROCERY I,2446.0,0
1337955,2015-01-23,5,BEVERAGES,747.0,2
2955417,2017-07-21,33,BEVERAGES,5757.0,33
991411,2014-07-12,26,PERSONAL CARE,163.0,0
184497,2013-04-14,35,PLAYERS AND ELECTRONICS,0.0,0
2100197,2016-03-27,37,FROZEN FOODS,104.0,0
2733713,2017-03-19,12,PET SUPPLIES,3.0,1
2997318,2017-08-13,9,PLAYERS AND ELECTRONICS,9.0,0
1394966,2015-02-24,49,MAGAZINES,0.0,0
994153,2014-07-13,52,POULTRY,0.0,0
772166,2014-03-11,24,SEAFOOD,37.259,0
2059194,2016-03-04,36,PLAYERS AND ELECTRONICS,4.0,0
2238162,2016-06-12,9,BEVERAGES,4625.0,13
502879,2013-10-10,19,PERSONAL CARE,89.0,0
21978,2013-01-13,26,AUTOMOTIVE,5.0,0
456541,2013-09-14,19,LADIESWEAR,0.0,0
1213513,2014-11-13,9,BOOKS,0.0,0
2965617,2017-07-27,2,CELEBRATION,15.0,0
1056391,2014-08-17,49,POULTRY,994.196,2
1747944,2015-09-10,53,AUTOMOTIVE,2.0,0
2013108,2016-02-07,43,DELI,255.0,0
1197046,2014-11-04,46,BOOKS,0.0,0
1085243,2014-09-03,1,BREAD/BAKERY,391.439,0
740457,2014-02-21,35,BEVERAGES,449.0,0
1229309,2014-11-22,50,PET SUPPLIES,8.0,0
535224,2013-10-28,26,PRODUCE,1.0,0
1845682,2015-11-04,45,PERSONAL CARE,672.0,0
2253650,2016-06-21,42,HARDWARE,0.0,0
1271726,2014-12-16,41,BREAD/BAKERY,511.249,1
1042742,2014-08-10,17,DAIRY,515.0,0
647291,2013-12-31,20,PREPARED FOODS,0.0,0
1241109,2014-11-29,32,GROCERY I,1562.259,1
2223018,2016-06-04,33,CELEBRATION,9.0,0
1829958,2015-10-26,54,DELI,194.0,0
2672401,2017-02-12,41,POULTRY,183.838,0
1795727,2015-10-07,43,SEAFOOD,0.0,0
1875467,2015-11-21,31,FROZEN FOODS,171.252,18
1316901,2015-01-12,1,BEVERAGES,1235.0,0
218614,2013-05-03,42,"LIQUOR,WINE,BEER",0.0,0
1625753,2015-07-04,25,DAIRY,697.0,2
225378,2013-05-07,32,LINGERIE,0.0,0
2092596,2016-03-23,24,AUTOMOTIVE,3.0,0
33695,2013-01-19,54,BEAUTY,1.0,0
615941,2013-12-12,40,PREPARED FOODS,23.0,0
1754878,2015-09-14,48,BOOKS,0.0,0
2277116,2016-07-04,50,HOME APPLIANCES,0.0,0
2668668,2017-02-10,37,MEATS,306.719,35
2529895,2016-11-23,43,HOME AND KITCHEN II,12.0,3
2722926,2017-03-13,1,PRODUCE,2458.472,1
33721,2013-01-19,54,POULTRY,25.362,0
2431454,2016-09-29,31,HARDWARE,0.0,0
2150122,2016-04-24,38,CLEANING,1349.0,5
579871,2013-11-22,29,POULTRY,0.0,0
1063701,2014-08-21,54,GROCERY I,1731.0,5
1636039,2015-07-10,13,SCHOOL AND OFFICE SUPPLIES,0.0,0
2455958,2016-10-13,19,SEAFOOD,2.0,0
1338723,2015-01-24,21,GROCERY I,0.0,0
321062,2013-06-30,18,BREAD/BAKERY,771.0,0
268568,2013-05-31,44,HARDWARE,1.0,0
1273408,2014-12-17,39,BOOKS,0.0,0
568896,2013-11-16,21,DELI,0.0,0
2617492,2017-01-12,50,SCHOOL AND OFFICE SUPPLIES,3.0,0
1010546,2014-07-23,13,LAWN AND GARDEN,0.0,0
2659381,2017-02-05,27,EGGS,353.0,0
2364374,2016-08-22,49,MAGAZINES,20.0,0
1374123,2015-02-13,15,BEVERAGES,808.0,0
461749,2013-09-17,15,GROCERY II,8.0,0
2136494,2016-04-16,6,DAIRY,1371.0,4
2263496,2016-06-27,19,PET SUPPLIES,1.0,0
1167210,2014-10-19,1,AUTOMOTIVE,3.0,0
1235732,2014-11-26,31,HARDWARE,0.0,0
1798603,2015-10-09,25,BOOKS,0.0,0
1417176,2015-03-09,22,MEATS,0.0,0
2170190,2016-05-05,50,FROZEN FOODS,177.612,2
1181986,2014-10-27,23,PERSONAL CARE,132.0,1
507762,2013-10-12,6,MEATS,555.969,0
1621189,2015-07-01,46,SCHOOL AND OFFICE SUPPLIES,2.0,0
490954,2013-10-03,34,GROCERY II,1.0,0
729725,2014-02-15,33,PREPARED FOODS,48.0,0
490706,2013-10-03,27,PREPARED FOODS,45.134003,0
1938122,2015-12-27,39,SEAFOOD,2.0,0
287938,2013-06-11,38,GROCERY II,7.0,0
852504,2014-04-25,29,HOME AND KITCHEN I,0.0,0
2130657,2016-04-13,41,GROCERY I,2748.0,74
435136,2013-09-02,18,SCHOOL AND OFFICE SUPPLIES,0.0,0
174637,2013-04-09,1,BABY CARE,0.0,0
1718037,2015-08-25,14,MEATS,262.426,0
664592,2014-01-09,7,BREAD/BAKERY,517.66,0
2379291,2016-08-31,18,MEATS,0.0,0
881220,2014-05-11,34,LINGERIE,54.0,0
638043,2013-12-26,11,LINGERIE,17.0,0
436218,2013-09-02,48,MEATS,1018.621,0
1613783,2015-06-27,39,HOME APPLIANCES,0.0,0
1463762,2015-04-04,3,HARDWARE,4.0,0
1790100,2015-10-04,36,HOME AND KITCHEN I,29.0,0
1308055,2015-01-07,11,BABY CARE,0.0,0
1889806,2015-11-29,33,POULTRY,314.073,0
1902667,2015-12-06,44,LADIESWEAR,70.0,0
813717,2014-04-03,40,BEVERAGES,724.0,0
1150168,2014-10-09,30,LADIESWEAR,0.0,0
2663353,2017-02-07,38,"LIQUOR,WINE,BEER",37.0,1
2628185,2017-01-18,50,SEAFOOD,24.0,1
1320942,2015-01-14,22,HOME CARE,0.0,0
2825750,2017-05-09,44,PET SUPPLIES,20.0,1
2616116,2017-01-12,13,DAIRY,240.0,9
599315,2013-12-03,25,BEAUTY,0.0,0
2999870,2017-08-15,30,BREAD/BAKERY,180.0,9
2979343,2017-08-03,54,BOOKS,0.0,0
2176228,2016-05-09,20,EGGS,113.0,19
1706755,2015-08-18,47,POULTRY,801.149,1
983443,2014-07-07,52,EGGS,0.0,0
75801,2013-02-12,36,AUTOMOTIVE,0.0,0
1167310,2014-10-19,12,BABY CARE,0.0,0
2015455,2016-02-09,1,GROCERY II,4.0,0
2307394,2016-07-21,50,BABY CARE,0.0,0
874560,2014-05-07,47,PLAYERS AND ELECTRONICS,0.0,0
1713282,2015-08-22,30,LINGERIE,3.0,0
2646820,2017-01-29,24,"LIQUOR,WINE,BEER",64.0,1
499633,2013-10-08,28,GROCERY II,15.0,0
1583415,2015-06-10,37,DELI,170.519,0
630086,2013-12-20,38,HOME APPLIANCES,0.0,0
83597,2013-02-16,54,DAIRY,51.0,0
2183698,2016-05-13,3,"LIQUOR,WINE,BEER",414.0,0
1633263,2015-07-08,35,PLAYERS AND ELECTRONICS,0.0,0
508568,2013-10-13,29,BREAD/BAKERY,0.0,0
1509637,2015-04-30,17,LADIESWEAR,0.0,0
278802,2013-06-06,31,HOME CARE,0.0,0
1943697,2015-12-30,45,PRODUCE,11123.898,211
1081767,2014-09-01,11,PLAYERS AND ELECTRONICS,6.0,0
2259036,2016-06-24,43,LINGERIE,0.0,0
881139,2014-05-11,32,CELEBRATION,0.0,0
860049,2014-04-29,40,BEVERAGES,806.0,0
2047420,2016-02-26,7,BABY CARE,0.0,0
2093659,2016-03-23,53,CLEANING,803.0,24
1706693,2015-08-18,45,SEAFOOD,40.73,0
1434796,2015-03-19,17,"LIQUOR,WINE,BEER",28.0,0
972260,2014-07-01,39,HARDWARE,0.0,0
1476995,2015-04-11,50,HARDWARE,0.0,0
167648,2013-04-05,13,DAIRY,93.0,0
874117,2014-05-07,35,GROCERY II,2.0,0
181457,2013-04-12,5,MAGAZINES,0.0,0
549621,2013-11-05,30,CELEBRATION,0.0,0
2102285,2016-03-28,45,LAWN AND GARDEN,8.0,0
1227546,2014-11-21,51,GROCERY I,4099.0,4
2424603,2016-09-25,39,PLAYERS AND ELECTRONICS,26.0,0
382155,2013-08-03,31,HOME AND KITCHEN I,0.0,0
663061,2014-01-09,13,PERSONAL CARE,144.0,0
2390317,2016-09-06,27,POULTRY,310.664,0
1030445,2014-08-03,21,LAWN AND GARDEN,0.0,0
2321881,2016-07-29,8,BABY CARE,0.0,0
1167010,2014-10-18,52,SCHOOL AND OFFICE SUPPLIES,0.0,0
1446633,2015-03-25,49,GROCERY I,5891.0,11
757306,2014-03-02,8,"LIQUOR,WINE,BEER",65.0,0
1930379,2015-12-22,22,FROZEN FOODS,525.135,0
2223489,2016-06-04,46,HOME AND KITCHEN I,47.0,0
1601589,2015-06-20,47,AUTOMOTIVE,22.0,0
525300,2013-10-22,48,CELEBRATION,0.0,0
2889927,2017-06-14,45,HOME CARE,498.0,13
1413174,2015-03-07,10,HOME AND KITCHEN I,16.0,0
2737980,2017-03-21,32,BEVERAGES,684.0,15
2494857,2016-11-04,10,MEATS,151.651,0
2476625,2016-10-24,49,DAIRY,2249.0,12
2753623,2017-03-30,21,BOOKS,0.0,0
1707711,2015-08-19,24,PLAYERS AND ELECTRONICS,7.0,0
1201438,2014-11-07,2,CLEANING,1046.0,0
2198622,2016-05-21,48,PRODUCE,2750.691,0
729177,2014-02-15,19,DELI,175.0,0
1203901,2014-11-08,38,POULTRY,254.77,1
2916983,2017-06-29,54,HARDWARE,1.0,0
2217019,2016-06-01,15,GROCERY II,4.0,0
1677046,2015-08-02,14,LADIESWEAR,0.0,0
2683015,2017-02-18,4,HOME AND KITCHEN II,20.0,2
1893746,2015-12-01,44,DAIRY,2429.0,4
805700,2014-03-30,16,BREAD/BAKERY,333.0,0
876100,2014-05-08,40,HOME AND KITCHEN II,0.0,0
833983,2014-04-15,1,CLEANING,611.0,0
2654152,2017-02-02,3,POULTRY,1019.16,2
252412,2013-05-22,40,POULTRY,78.875,0
616368,2013-12-12,52,PLAYERS AND ELECTRONICS,0.0,0
1631493,2015-07-07,36,CELEBRATION,5.0,0
1659419,2015-07-23,2,HARDWARE,1.0,0
1943665,2015-12-30,44,SCHOOL AND OFFICE SUPPLIES,4.0,0
524986,2013-10-22,39,"LIQUOR,WINE,BEER",20.0,0
2271215,2016-07-01,35,MAGAZINES,0.0,0
480022,2013-09-27,28,BOOKS,0.0,0
34619,2013-01-20,30,BEAUTY,0.0,0
1608417,2015-06-24,38,PRODUCE,3400.439,154
986574,2014-07-09,40,CELEBRATION,6.0,0
2294670,2016-07-14,43,HOME AND KITCHEN I,8.0,0
571411,2013-11-17,41,HOME AND KITCHEN II,0.0,0
688662,2014-01-23,31,HOME CARE,181.0,0
1386888,2015-02-20,22,PRODUCE,0.0,0
1827409,2015-10-25,33,BABY CARE,0.0,0
1252883,2014-12-06,13,BREAD/BAKERY,373.0,0
2127796,2016-04-12,11,"LIQUOR,WINE,BEER",33.0,0
1488172,2015-04-18,15,BOOKS,0.0,0
88527,2013-02-19,42,LINGERIE,0.0,0
1473773,2015-04-10,10,PET SUPPLIES,0.0,0
1736136,2015-09-04,22,CELEBRATION,0.0,0
962768,2014-06-26,22,PET SUPPLIES,0.0,0
751524,2014-02-27,45,HOME AND KITCHEN I,0.0,0
1193543,2014-11-02,47,SEAFOOD,117.700005,0
2521700,2016-11-19,14,BREAD/BAKERY,254.0,2
981278,2014-07-06,41,MAGAZINES,4.0,0
2944837,2017-07-15,36,HOME AND KITCHEN II,13.0,0
2901895,2017-06-21,31,CLEANING,910.0,43
1554878,2015-05-25,36,HOME APPLIANCES,0.0,0
2682890,2017-02-18,36,MAGAZINES,1.0,0
1773241,2015-09-25,13,LADIESWEAR,5.0,0
1563818,2015-05-30,37,HARDWARE,4.0,0
2216302,2016-05-31,44,"LIQUOR,WINE,BEER",217.0,1
1894494,2015-12-02,15,PRODUCE,660.388,0
731424,2014-02-16,31,GROCERY I,4769.0,0
1931177,2015-12-22,44,HOME APPLIANCES,2.0,0
893845,2014-05-18,39,CLEANING,1522.0,0
2629921,2017-01-19,5,LADIESWEAR,9.0,0
1468498,2015-04-07,12,SCHOOL AND OFFICE SUPPLIES,0.0,0
1443921,2015-03-24,23,CELEBRATION,0.0,0
1854919,2015-11-09,54,"LIQUOR,WINE,BEER",5.0,0
1707894,2015-08-19,3,GROCERY I,7124.0,11
611772,2013-12-10,24,HOME CARE,0.0,0
2869184,2017-06-03,13,SEAFOOD,5.0,1
494704,2013-10-05,4,BABY CARE,0.0,0
2915513,2017-06-29,13,PREPARED FOODS,20.0,1
2430305,2016-09-28,49,LAWN AND GARDEN,1.0,0
1007251,2014-07-21,20,PERSONAL CARE,0.0,0
1864993,2015-11-15,37,SCHOOL AND OFFICE SUPPLIES,1.0,0
2415721,2016-09-20,4,"LIQUOR,WINE,BEER",44.0,0
795243,2014-03-24,22,DELI,0.0,0
622511,2013-12-16,25,SEAFOOD,2.0,0
1955818,2016-01-06,36,CLEANING,881.0,0
2864127,2017-05-31,21,MEATS,101.942,0
1425486,2015-03-13,6,HOME CARE,0.0,0
2762918,2017-04-04,31,PET SUPPLIES,6.0,0
2794970,2017-04-22,31,BEAUTY,1.0,0
2879207,2017-06-08,44,MAGAZINES,15.0,0
2835778,2017-05-15,26,"LIQUOR,WINE,BEER",4.0,1
2230610,2016-06-08,46,DAIRY,1186.0,5
2554148,2016-12-07,24,HARDWARE,2.0,0
2634683,2017-01-22,33,PREPARED FOODS,25.0,1
36442,2013-01-21,31,EGGS,104.0,0
460317,2013-09-16,25,AUTOMOTIVE,5.0,0
1707421,2015-08-19,17,BABY CARE,0.0,0
1068562,2014-08-24,40,"LIQUOR,WINE,BEER",0.0,0
635246,2013-12-23,32,PREPARED FOODS,7.0,0
2649546,2017-01-30,50,DELI,382.81,10
1043929,2014-08-10,5,CLEANING,1249.0,2
691871,2014-01-25,21,PET SUPPLIES,0.0,0
2635498,2017-01-22,7,LADIESWEAR,15.0,0
1841284,2015-11-02,22,HOME AND KITCHEN II,21.0,0
2020124,2016-02-11,4,PREPARED FOODS,83.108,0
223701,2013-05-06,35,PLAYERS AND ELECTRONICS,0.0,0
2807169,2017-04-29,23,MEATS,263.65,1
2201081,2016-05-23,18,HARDWARE,1.0,0
2128125,2016-04-12,20,LINGERIE,0.0,0
2863457,2017-05-30,52,HARDWARE,3.0,0
879452,2014-05-10,35,BEAUTY,0.0,0
1360027,2015-02-05,19,SCHOOL AND OFFICE SUPPLIES,0.0,0
1086221,2014-09-03,36,PET SUPPLIES,1.0,0
1332756,2015-01-20,53,HOME CARE,0.0,0
1315995,2015-01-11,33,LINGERIE,3.0,0
1266149,2014-12-13,35,BREAD/BAKERY,70.0,0
775999,2014-03-13,32,BOOKS,0.0,0
1948443,2016-01-02,29,MEATS,103.999,1
2929334,2017-07-06,50,MAGAZINES,7.0,0
1243789,2014-11-30,8,LADIESWEAR,91.0,0
1990860,2016-01-26,2,BEVERAGES,2467.0,1
1778483,2015-09-28,10,HARDWARE,0.0,0
2873904,2017-06-05,46,AUTOMOTIVE,11.0,0
583172,2013-11-24,21,PREPARED FOODS,0.0,0
666745,2014-01-11,17,GROCERY II,9.0,0
933491,2014-06-09,50,LAWN AND GARDEN,1.0,0
1568667,2015-06-02,23,GROCERY I,2003.0,7
2470140,2016-10-21,17,MEATS,145.486,0
101749,2013-02-27,14,EGGS,28.0,0
2002882,2016-02-01,7,GROCERY II,17.0,0
1904294,2015-12-07,4,PREPARED FOODS,96.423004,0
2231315,2016-06-09,16,LAWN AND GARDEN,0.0,0
1737122,2015-09-04,5,BEAUTY,9.0,0
1618138,2015-06-30,11,HOME AND KITCHEN II,24.0,0
2679704,2017-02-16,47,BREAD/BAKERY,888.431,6
1755697,2015-09-15,20,SCHOOL AND OFFICE SUPPLIES,2.0,0
1831691,2015-10-27,52,PET SUPPLIES,0.0,0
1423077,2015-03-12,38,HOME CARE,0.0,0
2479121,2016-10-26,19,PREPARED FOODS,49.0,8
430805,2013-08-30,46,MAGAZINES,0.0,0
306815,2013-06-22,18,HARDWARE,1.0,0
1400884,2015-02-28,16,BABY CARE,0.0,0
1592,2013-01-01,53,DAIRY,0.0,0
739724,2014-02-21,14,PREPARED FOODS,19.0,0
124070,2013-03-11,4,MAGAZINES,0.0,0
2780456,2017-04-14,24,DAIRY,1027.0,6
2211137,2016-05-28,5,BREAD/BAKERY,387.819,13
1904292,2015-12-07,4,PLAYERS AND ELECTRONICS,14.0,0
529991,2013-10-25,3,FROZEN FOODS,295.884,0
1641606,2015-07-13,2,LINGERIE,2.0,0
706689,2014-02-02,37,PLAYERS AND ELECTRONICS,0.0,0
2478708,2016-10-25,8,GROCERY I,4529.0,44
1918218,2015-12-15,30,PLAYERS AND ELECTRONICS,3.0,0
1152380,2014-10-10,42,LAWN AND GARDEN,0.0,0
2607160,2017-01-07,11,POULTRY,567.981,0
2224524,2016-06-05,25,PLAYERS AND ELECTRONICS,7.0,0
1599965,2015-06-19,50,PET SUPPLIES,5.0,0
2322497,2016-07-30,24,MAGAZINES,11.0,0
540133,2013-10-31,14,"LIQUOR,WINE,BEER",8.0,0
2379396,2016-08-31,20,PRODUCE,721.503,2
238115,2013-05-14,4,LAWN AND GARDEN,1.0,0
121214,2013-03-10,10,BREAD/BAKERY,133.0,0
1788955,2015-10-03,53,PERSONAL CARE,262.0,4
2915779,2017-06-29,20,SCHOOL AND OFFICE SUPPLIES,0.0,0
2116218,2016-04-05,36,PLAYERS AND ELECTRONICS,9.0,0
